Country code,Country name,2014,2013,2012,2011,2010,2009,2008,2007,2006,2005,2004,2003,2002,2001,2000,1999,1998,1997,1996,1995,1994,1993,1992,1991,1990,1989,1988,1987,1986,1985,1984,1983,1982,1981,1980,1979,1978,1977,1976,1975,1974,1973,1972,1971,1970,1969,1968,1967,1966,1965,1964,1963,1962,1961,1960
CYP,CYPRUS,9240.0,9240.0,9240.0,9240.0,9240.0,9240.0,9240.0,9240.0,9240.0,9240.0,9240.0,9240.0,9240.0,9240.0,9240.0,9240.0,9240.0,9240.0,9240.0,9240.0,9240.0,9240.0,9240.0,9240.0,9240.0,9240.0,9240.0,9240.0,9240.0,9240.0,9240.0,9240.0,9240.0,9240.0,9240.0,9240.0,9240.0,9240.0,9240.0,9240.0,9240.0,9240.0,9240.0,9240.0,9240.0,9240.0,9240.0,9240.0,9240.0,9240.0,9240.0,9240.0,9240.0,9240.0,
CZE,CZECH REPUBLIC,77230.0,77230.0,77230.0,77240.0,77240.0,77250.0,77250.0,77250.0,77250.0,77260.0,77260.0,77270.0,77270.0,77270.0,77270.0,77270.0,77270.0,77270.0,77270.0,77270.0,77270.0,77270.0,77270.0,77270.0,77270.0,77270.0,77270.0,77270.0,77270.0,77270.0,77270.0,77270.0,77270.0,77270.0,77270.0,77270.0,77270.0,77270.0,77270.0,77270.0,77270.0,77270.0,77270.0,77270.0,77270.0,77270.0,77270.0,77270.0,77270.0,77270.0,77270.0,77270.0,77270.0,77270.0,
DEU,GERMANY,348540.0,348540.0,348540.0,348560.0,348570.0,348610.0,348630.0,348670.0,348720.0,348760.0,348770.0,348810.0,348860.0,348900.0,348950.0,348980.0,349020.0,349050.0,349090.0,349100.0,349110.0,349120.0,349130.0,349130.0,349130.0,349130.0,349130.0,349130.0,349130.0,349130.0,349130.0,349130.0,349130.0,349130.0,349130.0,349130.0,349130.0,349130.0,349130.0,349130.0,349130.0,349130.0,349130.0,349130.0,349130.0,349130.0,349130.0,349130.0,349130.0,349130.0,349130.0,349130.0,349130.0,349130.0,
DJI,DJIBOUTI,23180.0,23180.0,23180.0,23180.0,23180.0,23180.0,23180.0,23180.0,23180.0,23180.0,23180.0,23180.0,23180.0,23180.0,23180.0,23180.0,23180.0,23180.0,23180.0,23180.0,23180.0,23180.0,23180.0,23180.0,23180.0,23180.0,23180.0,23180.0,23180.0,23180.0,23180.0,23180.0,23180.0,23180.0,23180.0,23180.0,23180.0,23180.0,23180.0,23180.0,23180.0,23180.0,23180.0,23180.0,23180.0,23180.0,23180.0,23180.0,23180.0,23180.0,23180.0,23180.0,23180.0,23180.0,
DMA,DOMINICA,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,
DNK,DENMARK,42430.0,42430.0,42430.0,42430.0,42430.0,42430.0,42430.0,42430.0,42430.0,42430.0,42430.0,42430.0,42430.0,42430.0,42430.0,42430.0,42430.0,42430.0,42430.0,42430.0,42430.0,42430.0,42430.0,42390.0,42390.0,42390.0,42390.0,42390.0,42380.0,42380.0,42380.0,42380.0,42380.0,42380.0,42380.0,42380.0,42370.0,42370.0,42370.0,42370.0,42370.0,42370.0,42370.0,42370.0,42370.0,42370.0,42370.0,42370.0,42370.0,42370.0,42370.0,42370.0,42370.0,42370.0,
DOM,DOMINICAN REPUBLIC,48320.0,48320.0,48320.0,48320.0,48320.0,48320.0,48320.0,48320.0,48320.0,48320.0,48320.0,48320.0,48320.0,48320.0,48320.0,48320.0,48320.0,48320.0,48320.0,48320.0,48320.0,48320.0,48320.0,48320.0,48320.0,48320.0,48320.0,48320.0,48320.0,48320.0,48320.0,48320.0,48320.0,48320.0,48320.0,48320.0,48320.0,48320.0,48320.0,48320.0,48320.0,48320.0,48320.0,48320.0,48320.0,48320.0,48320.0,48320.0,48320.0,48320.0,48320.0,48320.0,48320.0,48320.0,
DZA,ALGERIA,2381740.0,2381740.0,2381740.0,2381740.0,2381740.0,2381740.0,2381740.0,2381740.0,2381740.0,2381740.0,2381740.0,2381740.0,2381740.0,2381740.0,2381740.0,2381740.0,2381740.0,2381740.0,2381740.0,2381740.0,2381740.0,2381740.0,2381740.0,2381740.0,2381740.0,2381740.0,2381740.0,2381740.0,2381740.0,2381740.0,2381740.0,2381740.0,2381740.0,2381740.0,2381740.0,2381740.0,2381740.0,2381740.0,2381740.0,2381740.0,2381740.0,2381740.0,2381740.0,2381740.0,2381740.0,2381740.0,2381740.0,2381740.0,2381740.0,2381740.0,2381740.0,2381740.0,2381740.0,2381740.0,
ECU,ECUADOR,248360.0,248360.0,248360.0,248360.0,248360.0,248360.0,248360.0,248360.0,248360.0,248360.0,248360.0,248360.0,248360.0,248360.0,248360.0,248360.0,248360.0,276840.0,276840.0,276840.0,276840.0,276840.0,276840.0,276840.0,276840.0,276840.0,276840.0,276840.0,276840.0,276840.0,276840.0,276840.0,276840.0,276840.0,276840.0,276840.0,276840.0,276840.0,276840.0,276840.0,276840.0,276840.0,276840.0,276840.0,276840.0,276840.0,276840.0,276840.0,276840.0,276840.0,276840.0,276840.0,276840.0,276840.0,
EGY,EGYPT,995450.0,995450.0,995450.0,995450.0,995450.0,995450.0,995450.0,995450.0,995450.0,995450.0,995450.0,995450.0,995450.0,995450.0,995450.0,995450.0,995450.0,995450.0,995450.0,995450.0,995450.0,995450.0,995450.0,995450.0,995450.0,995450.0,995450.0,995450.0,995450.0,995450.0,995450.0,995450.0,995450.0,995450.0,995450.0,995450.0,995450.0,995450.0,995450.0,995450.0,995450.0,995450.0,995450.0,995450.0,995450.0,995450.0,995450.0,995450.0,995450.0,995450.0,995450.0,995450.0,995450.0,995450.0,
ERI,ERITREA,101000.0,101000.0,101000.0,101000.0,101000.0,101000.0,101000.0,101000.0,101000.0,101000.0,101000.0,101000.0,101000.0,101000.0,101000.0,101000.0,101000.0,101000.0,101000.0,101000.0,101000.0,101000.0,101000.0,101000.0,101000.0,101000.0,101000.0,101000.0,101000.0,101000.0,101000.0,101000.0,101000.0,101000.0,101000.0,101000.0,101000.0,101000.0,101000.0,101000.0,101000.0,101000.0,101000.0,101000.0,101000.0,101000.0,101000.0,101000.0,101000.0,101000.0,101000.0,101000.0,101000.0,101000.0,
ESP,SPAIN,498800.0,498800.0,498800.0,498800.0,498800.0,498800.0,498800.0,499110.0,498980.0,499090.0,499180.0,499210.0,499040.0,498520.0,499000.0,499440.0,499440.0,499440.0,499440.0,499440.0,499440.0,499440.0,499440.0,499440.0,499440.0,499440.0,499440.0,499440.0,499440.0,499440.0,499440.0,499430.0,499460.0,499460.0,499470.0,499540.0,499530.0,499540.0,499570.0,499630.0,499750.0,499780.0,499780.0,499780.0,499780.0,499780.0,499780.0,499780.0,499780.0,499780.0,499780.0,499780.0,499780.0,499780.0,
EST,ESTONIA,42390.0,42390.0,42390.0,42390.0,42390.0,42390.0,42390.0,42390.0,42390.0,42390.0,42390.0,42390.0,42390.0,42390.0,42390.0,42390.0,42390.0,42390.0,42390.0,42390.0,42390.0,42390.0,42390.0,42390.0,42390.0,42390.0,42390.0,42390.0,42390.0,42390.0,42390.0,42390.0,42390.0,42390.0,42390.0,42390.0,42390.0,42390.0,42390.0,42390.0,42390.0,42390.0,42390.0,42390.0,42390.0,42390.0,42390.0,42390.0,42390.0,42390.0,42390.0,42390.0,42390.0,42390.0,
ETH,ETHIOPIA,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1101000.0,1101000.0,1101000.0,1101000.0,1101000.0,1101000.0,1101000.0,1101000.0,1101000.0,1101000.0,1101000.0,1101000.0,1101000.0,1101000.0,1101000.0,1101000.0,1101000.0,1101000.0,1101000.0,1101000.0,1101000.0,1101000.0,1101000.0,1101000.0,1101000.0,1101000.0,1101000.0,1101000.0,1101000.0,1101000.0,1101000.0,1101000.0,
FIN,FINLAND,303890.0,303890.0,303890.0,303890.0,303900.0,303900.0,303900.0,304090.0,304110.0,304590.0,304590.0,304590.0,304590.0,304590.0,304590.0,304590.0,304590.0,304590.0,304590.0,304590.0,304590.0,304590.0,304590.0,304590.0,304590.0,304590.0,304590.0,304590.0,304590.0,304590.0,304590.0,304590.0,304590.0,304590.0,304590.0,304590.0,304590.0,304590.0,304590.0,304590.0,304590.0,304590.0,304590.0,304590.0,304590.0,304590.0,304590.0,304590.0,304590.0,304590.0,304590.0,304590.0,304590.0,304590.0,
FJI,FIJI,18270.0,18270.0,18270.0,18270.0,18270.0,18270.0,18270.0,18270.0,18270.0,18270.0,18270.0,18270.0,18270.0,18270.0,18270.0,18270.0,18270.0,18270.0,18270.0,18270.0,18270.0,18270.0,18270.0,18270.0,18270.0,18270.0,18270.0,18270.0,18270.0,18270.0,18270.0,18270.0,18270.0,18270.0,18270.0,18270.0,18270.0,18270.0,18270.0,18270.0,18270.0,18270.0,18270.0,18270.0,18270.0,18270.0,18270.0,18270.0,18270.0,18270.0,18270.0,18270.0,18270.0,18270.0,
FRA,FRANCE,547561.0,547561.0,547561.0,547557.0,547557.0,547557.0,547557.0,547556.0,547556.0,547556.0,547566.0,547566.0,547566.0,547566.0,547566.0,547566.0,547566.0,547566.0,547566.0,547566.0,547566.0,547566.0,547566.0,547566.0,547566.0,547566.0,547566.0,547566.0,547566.0,547566.0,547566.0,547566.0,547566.0,547566.0,547566.0,547566.0,547566.0,547566.0,547566.0,547566.0,547566.0,547566.0,547566.0,547566.0,547566.0,547566.0,547566.0,547566.0,547566.0,547566.0,547566.0,547566.0,547566.0,547566.0,
FRO,FAROE ISLANDS,1396.0,1396.0,1396.0,1396.0,1396.0,1396.0,1396.0,1396.0,1396.0,1396.0,1396.0,1396.0,1396.0,1396.0,1396.0,1396.0,1396.0,1396.0,1396.0,1396.0,1396.0,1396.0,1396.0,1396.0,1396.0,1396.0,1396.0,1396.0,1396.0,1396.0,1396.0,1396.0,1396.0,1396.0,1396.0,1396.0,1396.0,1396.0,1396.0,1396.0,1396.0,1396.0,1396.0,1396.0,1396.0,1396.0,1396.0,1396.0,1396.0,1396.0,1396.0,1396.0,1396.0,1396.0,
FSM,"MICRONESIA, FEDERATED STATES OF",700.0,700.0,700.0,700.0,700.0,700.0,700.0,700.0,700.0,700.0,700.0,700.0,700.0,700.0,700.0,700.0,700.0,700.0,700.0,700.0,700.0,700.0,700.0,700.0,700.0,700.0,700.0,700.0,700.0,700.0,700.0,700.0,700.0,700.0,700.0,700.0,700.0,700.0,700.0,700.0,700.0,700.0,700.0,700.0,700.0,700.0,700.0,700.0,700.0,700.0,700.0,700.0,700.0,700.0,
GAB,GABON,257670.0,257670.0,257670.0,257670.0,257670.0,257670.0,257670.0,257670.0,257670.0,257670.0,257670.0,257670.0,257670.0,257670.0,257670.0,257670.0,257670.0,257670.0,257670.0,257670.0,257670.0,257670.0,257670.0,257670.0,257670.0,257670.0,257670.0,257670.0,257670.0,257670.0,257670.0,257670.0,257670.0,257670.0,257670.0,257670.0,257670.0,257670.0,257670.0,257670.0,257670.0,257670.0,257670.0,257670.0,257670.0,257670.0,257670.0,257670.0,257670.0,257670.0,257670.0,257670.0,257670.0,257670.0,
GBR,UNITED KINGDOM,241930.0,241930.0,241930.0,241930.0,241930.0,241930.0,241930.0,241930.0,241930.0,241930.0,241930.0,241930.0,241930.0,241930.0,241930.0,241930.0,241930.0,241930.0,241930.0,241930.0,241930.0,241930.0,241930.0,241930.0,241930.0,241930.0,241930.0,241930.0,241930.0,241930.0,241930.0,241930.0,241930.0,241930.0,241930.0,241930.0,241930.0,241930.0,241930.0,241930.0,241930.0,241930.0,241930.0,241930.0,241930.0,241930.0,241930.0,241930.0,241930.0,241930.0,241930.0,241930.0,241930.0,241930.0,
GEO,GEORGIA,69490.0,69490.0,69490.0,69490.0,69490.0,69490.0,69490.0,69490.0,69490.0,69490.0,69490.0,69490.0,69490.0,69490.0,69490.0,69490.0,69490.0,69490.0,69490.0,69490.0,69490.0,69490.0,69490.0,69490.0,69490.0,69490.0,69490.0,69490.0,69490.0,69490.0,69490.0,69490.0,69490.0,69490.0,69490.0,69490.0,69490.0,69490.0,69490.0,69490.0,69490.0,69490.0,69490.0,69490.0,69490.0,69490.0,69490.0,69490.0,69490.0,69490.0,69490.0,69490.0,69490.0,69490.0,
GHA,GHANA,227540.0,227540.0,227540.0,227540.0,227540.0,227540.0,227540.0,227540.0,227540.0,227540.0,227540.0,227540.0,227540.0,227540.0,227540.0,227540.0,227540.0,227540.0,227540.0,227540.0,227540.0,227540.0,227540.0,227540.0,227540.0,227540.0,227540.0,227540.0,227540.0,227540.0,227540.0,227540.0,227540.0,227540.0,227540.0,227540.0,227540.0,227540.0,227540.0,227540.0,227540.0,227540.0,227540.0,227540.0,227540.0,227540.0,227540.0,227540.0,227540.0,227540.0,227540.0,227540.0,227540.0,227540.0,
GIB,GIBRALTAR,,,,,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,
GIN,GUINEA,245720.0,245720.0,245720.0,245720.0,245720.0,245720.0,245720.0,245720.0,245720.0,245720.0,245720.0,245720.0,245720.0,245720.0,245720.0,245720.0,245720.0,245720.0,245720.0,245720.0,245720.0,245720.0,245720.0,245720.0,245720.0,245720.0,245720.0,245720.0,245720.0,245720.0,245720.0,245720.0,245720.0,245720.0,245720.0,245720.0,245720.0,245720.0,245720.0,245720.0,245720.0,245720.0,245720.0,245720.0,245720.0,245720.0,245720.0,245720.0,245720.0,245720.0,245720.0,245720.0,245720.0,245720.0,
GMB,GAMBIA,10120.0,10120.0,10120.0,10120.0,10120.0,10120.0,10120.0,10120.0,10120.0,10120.0,10120.0,10120.0,10120.0,10120.0,10120.0,10120.0,10120.0,10120.0,10120.0,10120.0,10120.0,10120.0,10120.0,10120.0,10120.0,10120.0,10120.0,10120.0,10120.0,10120.0,10120.0,10120.0,10120.0,10120.0,10120.0,10120.0,10120.0,10120.0,10120.0,10120.0,10120.0,10120.0,10120.0,10120.0,10120.0,10120.0,10120.0,10120.0,10120.0,10120.0,10120.0,10120.0,10120.0,10120.0,
GNB,GUINEA-BISSAU,28120.0,28120.0,28120.0,28120.0,28120.0,28120.0,28120.0,28120.0,28120.0,28120.0,28120.0,28120.0,28120.0,28120.0,28120.0,28120.0,28120.0,28120.0,28120.0,28120.0,28120.0,28120.0,28120.0,28120.0,28120.0,28120.0,28120.0,28120.0,28120.0,28120.0,28120.0,28120.0,28120.0,28120.0,28120.0,28120.0,28120.0,28120.0,28120.0,28120.0,28120.0,28120.0,28120.0,28120.0,28120.0,28120.0,28120.0,28120.0,28120.0,28120.0,28120.0,28120.0,28120.0,28120.0,
GNQ,EQUATORIAL GUINEA,28050.0,28050.0,28050.0,28050.0,28050.0,28050.0,28050.0,28050.0,28050.0,28050.0,28050.0,28050.0,28050.0,28050.0,28050.0,28050.0,28050.0,28050.0,28050.0,28050.0,28050.0,28050.0,28050.0,28050.0,28050.0,28050.0,28050.0,28050.0,28050.0,28050.0,28050.0,28050.0,28050.0,28050.0,28050.0,28050.0,28050.0,28050.0,28050.0,28050.0,28050.0,28050.0,28050.0,28050.0,28050.0,28050.0,28050.0,28050.0,28050.0,28050.0,28050.0,28050.0,28050.0,28050.0,
GRC,GREECE,128900.0,128900.0,128900.0,128900.0,128900.0,128900.0,128900.0,128900.0,128900.0,128900.0,128900.0,128900.0,128900.0,128900.0,128900.0,128900.0,128900.0,128900.0,128900.0,128900.0,128900.0,128900.0,128900.0,128900.0,128900.0,128900.0,128900.0,128900.0,128900.0,128900.0,128900.0,128900.0,128900.0,128900.0,128900.0,128900.0,128900.0,128900.0,128900.0,128900.0,128900.0,128900.0,128900.0,128900.0,128900.0,128900.0,128900.0,128900.0,128900.0,128900.0,128900.0,128900.0,128900.0,128900.0,
GRD,GRENADA,340.0,340.0,340.0,340.0,340.0,340.0,340.0,340.0,340.0,340.0,340.0,340.0,340.0,340.0,340.0,340.0,340.0,340.0,340.0,340.0,340.0,340.0,340.0,340.0,340.0,340.0,340.0,340.0,340.0,340.0,340.0,340.0,340.0,340.0,340.0,340.0,340.0,340.0,340.0,340.0,340.0,340.0,340.0,340.0,340.0,340.0,340.0,340.0,340.0,340.0,340.0,340.0,340.0,340.0,
GRL,GREENLAND,410450.0,410450.0,410450.0,410450.0,410450.0,410450.0,410450.0,410450.0,410450.0,410450.0,410450.0,410450.0,410450.0,410450.0,410450.0,410450.0,410450.0,410450.0,341700.0,341700.0,341700.0,341700.0,341700.0,341700.0,341700.0,341700.0,341700.0,341700.0,341700.0,341700.0,341700.0,341700.0,341700.0,341700.0,341700.0,341700.0,341700.0,341700.0,341700.0,341700.0,341700.0,341700.0,341700.0,341700.0,341700.0,341700.0,341700.0,341700.0,341700.0,341700.0,341700.0,341700.0,341700.0,341700.0,
GTM,GUATEMALA,107160.0,107160.0,107160.0,107160.0,107160.0,107160.0,107160.0,107160.0,107160.0,107160.0,107160.0,107160.0,107160.0,107160.0,107160.0,107160.0,107160.0,107160.0,107160.0,107160.0,107160.0,107160.0,107160.0,107160.0,107160.0,107160.0,107160.0,107160.0,107160.0,107160.0,107160.0,107160.0,107160.0,107160.0,107160.0,107160.0,107160.0,107160.0,107160.0,107160.0,107160.0,107160.0,107160.0,107160.0,107160.0,107160.0,107160.0,107160.0,107160.0,107160.0,107160.0,107160.0,107160.0,107160.0,
GUM,GUAM,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,
GUY,GUYANA,196850.0,196850.0,196850.0,196850.0,196850.0,196850.0,196850.0,196850.0,196850.0,196850.0,196850.0,196850.0,196850.0,196850.0,196850.0,196850.0,196850.0,196850.0,196850.0,196850.0,196850.0,196850.0,196850.0,196850.0,196850.0,196850.0,196850.0,196850.0,196850.0,196850.0,196850.0,196850.0,196850.0,196850.0,196850.0,196850.0,196850.0,196850.0,196850.0,196850.0,196710.0,196710.0,196710.0,196710.0,196710.0,196710.0,196710.0,196710.0,196710.0,196710.0,196710.0,196710.0,196710.0,196710.0,
HKG,HONG KONG,1050.0,1050.0,1050.0,1050.0,1050.0,1050.0,1050.0,1050.0,1050.0,1050.0,1050.0,1050.0,1050.0,1050.0,1050.0,1050.0,1050.0,1050.0,1050.0,1050.0,990.0,990.0,990.0,990.0,990.0,990.0,990.0,990.0,990.0,990.0,990.0,990.0,990.0,1000.0,1000.0,1000.0,1000.0,1000.0,1010.0,1010.0,1020.0,1020.0,1020.0,1020.0,1020.0,1020.0,1020.0,1020.0,1020.0,1020.0,1020.0,1020.0,1020.0,1020.0,
HND,HONDURAS,111890.0,111890.0,111890.0,111890.0,111890.0,111890.0,111890.0,111890.0,111890.0,111890.0,111890.0,111890.0,111890.0,111890.0,111890.0,111890.0,111890.0,111890.0,111890.0,111890.0,111890.0,111890.0,111890.0,111890.0,111890.0,111890.0,111890.0,111890.0,111890.0,111890.0,111890.0,111890.0,111890.0,111890.0,111890.0,111890.0,111890.0,111890.0,111890.0,111890.0,111890.0,111890.0,111890.0,111890.0,111890.0,111890.0,111890.0,111890.0,111890.0,111890.0,111890.0,111890.0,111890.0,111890.0,
HRV,CROATIA (LOCAL NAME: HRVATSKA),55960.0,55960.0,55960.0,55960.0,55960.0,55960.0,55960.0,55960.0,55960.0,55960.0,55960.0,55910.0,55910.0,55910.0,55910.0,55910.0,55910.0,55980.0,55980.0,55910.0,55910.0,55910.0,55910.0,55910.0,55910.0,55910.0,55910.0,55910.0,55910.0,55910.0,55910.0,55910.0,55910.0,55910.0,55910.0,55910.0,55910.0,55910.0,55910.0,55910.0,55910.0,55910.0,55910.0,55910.0,55910.0,55910.0,55910.0,55910.0,55910.0,55910.0,55910.0,55910.0,55910.0,55910.0,
HTI,HAITI,27560.0,27560.0,27560.0,27560.0,27560.0,27560.0,27560.0,27560.0,27560.0,27560.0,27560.0,27560.0,27560.0,27560.0,27560.0,27560.0,27560.0,27560.0,27560.0,27560.0,27560.0,27560.0,27560.0,27560.0,27560.0,27560.0,27560.0,27560.0,27560.0,27560.0,27560.0,27560.0,27560.0,27560.0,27560.0,27560.0,27560.0,27560.0,27560.0,27560.0,27560.0,27560.0,27560.0,27560.0,27560.0,27560.0,27560.0,27560.0,27560.0,27560.0,27560.0,27560.0,27560.0,27560.0,
HUN,HUNGARY,90530.0,90530.0,90530.0,90530.0,90530.0,90530.0,89610.0,89610.0,89610.0,89610.0,89620.0,89620.0,89620.0,89620.0,89620.0,89800.0,89800.0,89800.0,89860.0,89860.0,89860.0,89860.0,89870.0,89870.0,89870.0,89870.0,89870.0,89880.0,89880.0,89880.0,89880.0,89880.0,89890.0,89900.0,89910.0,89920.0,89970.0,89960.0,89950.0,89970.0,89970.0,89970.0,89970.0,89970.0,89980.0,89990.0,89990.0,90000.0,90010.0,90020.0,90030.0,90030.0,90020.0,90040.0,
IDN,INDONESIA,1811570.0,1811570.0,1811570.0,1811570.0,1811570.0,1811570.0,1811570.0,1811570.0,1811570.0,1811570.0,1811570.0,1811570.0,1811570.0,1811570.0,1811570.0,1811570.0,1811570.0,1811570.0,1811570.0,1811570.0,1811570.0,1811570.0,1811570.0,1811570.0,1811570.0,1811570.0,1811570.0,1811570.0,1811570.0,1811570.0,1811570.0,1811570.0,1811570.0,1811570.0,1811570.0,1811570.0,1811570.0,1811570.0,1811570.0,1811570.0,1811570.0,1811570.0,1811570.0,1811570.0,1811570.0,1811570.0,1811570.0,1811570.0,1811570.0,1811570.0,1811570.0,1811570.0,1811570.0,1811570.0,
IMN,ISLE OF MAN,570.0,570.0,570.0,570.0,570.0,570.0,570.0,570.0,570.0,570.0,570.0,570.0,570.0,570.0,570.0,570.0,570.0,570.0,570.0,570.0,570.0,570.0,570.0,570.0,570.0,570.0,570.0,570.0,570.0,570.0,570.0,570.0,570.0,570.0,570.0,570.0,570.0,570.0,570.0,570.0,570.0,570.0,570.0,570.0,570.0,570.0,570.0,570.0,570.0,570.0,570.0,570.0,570.0,570.0,
IND,INDIA,2973190.0,2973190.0,2973190.0,2973190.0,2973190.0,2973190.0,2973190.0,2973190.0,2973190.0,2973190.0,2973190.0,2973190.0,2973190.0,2973190.0,2973190.0,2973190.0,2973190.0,2973190.0,2973190.0,2973190.0,2973190.0,2973190.0,2973190.0,2973190.0,2973190.0,2973190.0,2973190.0,2973190.0,2973190.0,2973190.0,2973190.0,2973190.0,2973190.0,2973190.0,2973190.0,2973190.0,2973190.0,2973190.0,2973190.0,2973190.0,2973190.0,2973190.0,2973190.0,2973190.0,2973190.0,2973190.0,2973190.0,2973190.0,2973190.0,2973190.0,2973190.0,2973190.0,2973190.0,2973190.0,
IRL,IRELAND,68890.0,68890.0,68890.0,68890.0,68890.0,68890.0,68890.0,68890.0,68890.0,68890.0,68890.0,68890.0,68890.0,68890.0,68890.0,68890.0,68890.0,68890.0,68890.0,68890.0,68890.0,68890.0,68890.0,68890.0,68890.0,68890.0,68890.0,68890.0,68890.0,68890.0,68890.0,68890.0,68890.0,68890.0,68890.0,68890.0,68890.0,68890.0,68890.0,68890.0,68890.0,68890.0,68890.0,68890.0,68890.0,68890.0,68890.0,68890.0,68890.0,68890.0,68890.0,68890.0,68890.0,68890.0,
IRN,IRAN (ISLAMIC REPUBLIC OF),1628550.0,1628550.0,1628550.0,1628550.0,1628550.0,1628550.0,1628550.0,1628550.0,1628550.0,1628550.0,1628550.0,1628550.0,1628550.0,1628550.0,1628550.0,1628550.0,1628550.0,1628550.0,1628550.0,1628550.0,1628550.0,1628550.0,1628550.0,1628550.0,1628550.0,1628550.0,1628550.0,1628550.0,1628550.0,1628550.0,1628550.0,1628550.0,1628550.0,1628550.0,1628550.0,1628550.0,1628550.0,1628550.0,1628550.0,1628550.0,1628550.0,1628550.0,1628550.0,1628550.0,1628550.0,1628550.0,1628550.0,1628550.0,1628550.0,1628550.0,1628550.0,1628550.0,1628550.0,1628550.0,
IRQ,IRAQ,434320.0,434320.0,434320.0,434320.0,434320.0,434320.0,437370.0,437370.0,437370.0,437370.0,437370.0,437370.0,437370.0,437370.0,437370.0,437370.0,437370.0,437370.0,437370.0,437370.0,437370.0,437370.0,437370.0,437370.0,437370.0,437370.0,437370.0,437370.0,437370.0,437370.0,437370.0,437370.0,437370.0,437370.0,437370.0,437370.0,437370.0,437370.0,437370.0,437370.0,437370.0,437370.0,437370.0,437370.0,437370.0,437370.0,437370.0,437370.0,437370.0,437370.0,437370.0,437370.0,437370.0,437370.0,
ISL,ICELAND,100250.0,100250.0,100250.0,100250.0,100250.0,100250.0,100250.0,100250.0,100250.0,100250.0,100250.0,100250.0,100250.0,100250.0,100250.0,100250.0,100250.0,100250.0,100250.0,100250.0,100250.0,100250.0,100250.0,100250.0,100250.0,100250.0,100250.0,100250.0,100250.0,100250.0,100250.0,100250.0,100250.0,100250.0,100250.0,100250.0,100250.0,100250.0,100250.0,100250.0,100250.0,100250.0,100250.0,100250.0,100250.0,100250.0,100250.0,100250.0,100250.0,100250.0,100250.0,100250.0,100250.0,100250.0,
ISR,ISRAEL,21640.0,21640.0,21640.0,21640.0,21640.0,21640.0,21640.0,21640.0,21640.0,21640.0,21640.0,21640.0,21640.0,21640.0,21640.0,21640.0,21640.0,21640.0,21640.0,21640.0,21640.0,21640.0,21640.0,21640.0,21640.0,21640.0,21640.0,21640.0,21640.0,21640.0,21640.0,21640.0,21640.0,21640.0,21640.0,21640.0,21640.0,21640.0,21640.0,21640.0,21640.0,21640.0,21640.0,21640.0,21640.0,21640.0,21640.0,21640.0,21640.0,21640.0,21640.0,21640.0,21640.0,21640.0,
ITA,ITALY,294140.0,294140.0,294140.0,294140.0,294140.0,294140.0,294140.0,294140.0,294140.0,294140.0,294140.0,294140.0,294110.0,294110.0,294110.0,294110.0,294110.0,294110.0,294110.0,294110.0,294110.0,294110.0,294110.0,294110.0,294110.0,294110.0,294110.0,294110.0,294110.0,294110.0,294110.0,294110.0,294110.0,294110.0,294110.0,294110.0,294110.0,294110.0,294110.0,294110.0,294110.0,294110.0,294110.0,294110.0,294110.0,294110.0,294110.0,294110.0,294110.0,294110.0,294110.0,294110.0,294110.0,294110.0,
JAM,JAMAICA,10830.0,10830.0,10830.0,10830.0,10830.0,10830.0,10830.0,10830.0,10830.0,10830.0,10830.0,10830.0,10830.0,10830.0,10830.0,10830.0,10830.0,10830.0,10830.0,10830.0,10830.0,10830.0,10830.0,10830.0,10830.0,10830.0,10830.0,10830.0,10830.0,10830.0,10830.0,10830.0,10830.0,10830.0,10830.0,10830.0,10830.0,10830.0,10830.0,10830.0,10830.0,10830.0,10830.0,10830.0,10830.0,10830.0,10830.0,10830.0,10830.0,10830.0,10830.0,10830.0,10830.0,10830.0,
