Indicator name,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
CHF Country Allocation as Fraction of Total Country Funding,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CHF Country Allocation as Fraction of CHF Global Allocation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CERF Total Allocations,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5806965.0,1.871979E7,8890399.0,5.1832831E7,3.2370901E7,3.673684E7,1.3890345E7,1.4377915E7,1.100425E7,0.0,0.0
Cross-Appeal: Amount Received By UN Agencies,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5366337E7,0.0,5.04898332E8,1.503781125E9,1.25352977E8,6.2853702E7,0.0,0.0,2.16809509E8,2.2846154E7,0.0
Total Country Humanitarian Funding Received,0.0,2.419158E7,4.0491123E7,1.8360724E7,1.019124E7,7057128.0,1.094707371E9,1.85381553E8,7.8363923E7,1.08018985E8,7.5330912E8,3.176814288E9,4.9930903E8,4.68563298E8,2.99920425E8,2.98053955E8,3.27343809E8,8.2905237E7,0.0
Total Country Pooled Fund Allocations,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5806965.0,1.871979E7,8890399.0,6.9864741E7,5.0953127E7,3.8157044E7,2.7249855E7,2.2847609E7,1.4669911E7,4988072.0,0.0
CAP Amount Received,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.26864794E8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CERF Country Allocation as Fraction of CERF Global Allocation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0163637179969912,0.043906141810356,0.0223560141539758,0.124831071818736,0.0759600322904454,0.076380330736485,0.0284275315888596,0.0337177290516061,0.0222763281147126,0.0,0.0
Cross-Appeal: Amount Received,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0902008E7,0.0,5.26864794E8,1.703687911E9,1.5709779E8,7.7349389E7,0.0,0.0,2.18216116E8,2.8474716E7,0.0
Cross-Appeal: Amount Requested (Original),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8303544E7,0.0,5.5102503E7,9.94624072E8,3.56759669E8,4.39813059E8,0.0,0.0,4.33841989E8,4.42386671E8,0.0
ERF Country Allocation as Fraction of Total Country Funding,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00567609824348662,0.0372158821161316,0.00303097576370568,0.0445435151673981,0.0284166469121337,0.0111981986499094,0.0601659458497176,0.0
ERF Country Allocation as Fraction of ERF Global Allocation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.119170152597177,0.18843015979174,0.0194700079164374,0.126648845243911,0.0831197053558091,0.0186217730635262,0.0440635489676416,0.0
Cross-Appeal: Amount Requested (Revised),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.2922297E7,0.0,6.80070527E8,2.624654224E9,3.56759669E8,4.40542688E8,0.0,0.0,4.33841989E8,4.42386671E8,0.0
CAP Amount Required (Revised),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.80070527E8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CHF Total Allocations,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cross-Appeal: Amount Received By Private Orgs. & Foundations,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,777207.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CERF Country Allocation as Fraction of Total Country Funding,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0741025305739224,0.173300924832797,0.0118017939302261,0.016315977674802,0.0648313950981419,0.0784031531210539,0.0463134346385379,0.0482393028470298,0.0336167958502615,0.0,0.0
Cross-Appeal: Amount Received By NGOs,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5535671.0,0.0,2.1966462E7,1.99129579E8,3.1744813E7,1.4495687E7,0.0,0.0,1406607.0,5628562.0,0.0
ERF Total Allocations,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.803191E7,1.8582226E7,1420204.0,1.335951E7,8469694.0,3665661.0,4988072.0,0.0
