Indicator name,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
CHF Country Allocation as Fraction of Total Country Funding,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CHF Country Allocation as Fraction of CHF Global Allocation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CERF Total Allocations,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6852282.0,5394720.0,9427477.0,2412316.0,0.0,0.0,9484255.0,0.0,0.0,0.0,0.0,0.0
Cross-Appeal: Amount Received By UN Agencies,0.0,0.0,0.0,0.0,6.1551821E7,0.0,2.0214942E7,2.2652251E7,2.754145E7,2.6264599E7,1.2433582E7,0.0,0.0,8.732833E7,0.0,0.0,0.0,0.0,0.0
Total Country Humanitarian Funding Received,0.0,0.0,104167.0,2220957.0,6.7430077E7,4.2738949E7,3.4097297E7,4.1687027E7,3.7852457E7,2.8215324E7,1.7587761E7,1.6525864E7,1.57381779E8,1.21551389E8,3.3342763E7,6.3586581E7,7614098.0,5949881.0,0.0
Total Country Pooled Fund Allocations,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6852282.0,5394720.0,9427477.0,2412316.0,0.0,0.0,9484255.0,0.0,0.0,0.0,0.0,0.0
CAP Amount Received,0.0,0.0,0.0,0.0,4.9321836E7,0.0,2.0214942E7,2.2652251E7,3.209309E7,2.7061328E7,1.3725414E7,0.0,0.0,1.01406953E8,0.0,0.0,0.0,0.0,0.0
CERF Country Allocation as Fraction of CERF Global Allocation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0269181111807611,0.0152020335498368,0.022111580422423,0.00606606864774711,0.0,0.0,0.0197189125055166,0.0,0.0,0.0,0.0,0.0
Cross-Appeal: Amount Received,0.0,0.0,0.0,0.0,6.1551821E7,0.0,2.0214942E7,2.2652251E7,3.209309E7,2.7061328E7,1.3725414E7,0.0,0.0,1.01406953E8,0.0,0.0,0.0,0.0,0.0
Cross-Appeal: Amount Requested (Original),0.0,0.0,0.0,0.0,1.05874184E8,0.0,3.4245916E7,4.0534324E7,5.6380453E7,4.6642196E7,3.7079995E7,0.0,0.0,1.73089333E8,0.0,0.0,0.0,0.0,0.0
ERF Country Allocation as Fraction of Total Country Funding,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ERF Country Allocation as Fraction of ERF Global Allocation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cross-Appeal: Amount Requested (Revised),0.0,0.0,0.0,0.0,1.12903489E8,0.0,3.6431798E7,4.3523872E7,5.5271244E7,5.8099693E7,3.6664513E7,0.0,0.0,1.60691683E8,0.0,0.0,0.0,0.0,0.0
CAP Amount Required (Revised),0.0,0.0,0.0,0.0,9.0891786E7,0.0,3.6431798E7,4.3523872E7,5.5271244E7,5.8099693E7,3.6664513E7,0.0,0.0,1.60691683E8,0.0,0.0,0.0,0.0,0.0
CHF Total Allocations,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cross-Appeal: Amount Received By Private Orgs. & Foundations,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CERF Country Allocation as Fraction of Total Country Funding,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.164374446755342,0.14251967844518,0.334126129474891,0.137158789001056,0.0,0.0,0.0780267101678287,0.0,0.0,0.0,0.0,0.0
Cross-Appeal: Amount Received By NGOs,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4551640.0,796729.0,1291832.0,0.0,0.0,1.4078623E7,0.0,0.0,0.0,0.0,0.0
ERF Total Allocations,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
