Indicator name,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
CHF Country Allocation as Fraction of Total Country Funding,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CHF Country Allocation as Fraction of CHF Global Allocation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CERF Total Allocations,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9223102.0,1.2365658E7,3.152804E7,1.5645398E7,1.6690193E7,4.6475653E7,1.3984781E7,2.3972935E7,1.2E7,2.300387E7,2800000.0,0.0
Cross-Appeal: Amount Received By UN Agencies,0.0,0.0,1.02056921E8,0.0,0.0,0.0,0.0,1.72184481E8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Total Country Humanitarian Funding Received,0.0,6092796.0,2.02424076E8,1.43604761E8,4.45373333E8,5.5650285E7,5.46698846E8,3.91463668E8,2.85080166E8,1.071739291E9,7.07745783E8,6.26587238E8,8.21105406E8,6.7032722E8,5.41090013E8,5.6013087E8,5.09842494E8,6.11233978E8,655738.0
Total Country Pooled Fund Allocations,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9132342E7,1.2365658E7,3.152804E7,1.6640818E7,4.2295315E7,9.311112E7,5.1940498E7,5.1118951E7,2.5927922E7,6.2660547E7,3.3625996E7,0.0
CAP Amount Received,0.0,0.0,1.02056921E8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CERF Country Allocation as Fraction of CERF Global Allocation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0362315043466541,0.0348457654487737,0.0739471220159294,0.0393422993875285,0.0401956567074557,0.109057579293191,0.0290760500374369,0.0490622347386028,0.0281412672574064,0.046567622148551,0.0127647819229097,0.0
Cross-Appeal: Amount Received,0.0,0.0,1.02056921E8,0.0,0.0,0.0,0.0,2.61032366E8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cross-Appeal: Amount Requested (Original),0.0,0.0,2.03338166E8,0.0,0.0,0.0,0.0,3.80520584E8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ERF Country Allocation as Fraction of Total Country Funding,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0253133069810198,0.0,0.0,0.00140646546247242,0.0408644167119152,0.0567959565961011,0.0566226700446388,0.0501691314712918,0.024865478312238,0.0777822120884259,0.050432399227649,0.0
ERF Country Allocation as Fraction of ERF Global Allocation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0353981470078907,0.169220359685099,0.472899667605615,0.520346450555031,0.257345634635756,0.136685548835494,0.201458247106745,0.272310180009897,0.0
Cross-Appeal: Amount Requested (Revised),0.0,0.0,2.50845095E8,0.0,0.0,0.0,0.0,3.86556459E8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CAP Amount Required (Revised),0.0,0.0,2.50845095E8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CHF Total Allocations,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cross-Appeal: Amount Received By Private Orgs. & Foundations,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CERF Country Allocation as Fraction of Total Country Funding,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0235605568381891,0.043376072679851,0.0294176394061119,0.0221059572176921,0.0266366628424692,0.0566013238500101,0.0208626184089615,0.0443048927609758,0.0214235648179862,0.0451195619641701,0.00458089716995412,0.0
Cross-Appeal: Amount Received By NGOs,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4730183E7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ERF Total Allocations,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9909240.0,0.0,0.0,995420.0,2.5605122E7,4.6635467E7,3.7955717E7,2.7146016E7,1.3927922E7,3.9656677E7,3.0825996E7,0.0
