Indicator name,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
CHF Country Allocation as Fraction of Total Country Funding,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CHF Country Allocation as Fraction of CHF Global Allocation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CERF Total Allocations,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9578229E7,4189747.0,2.5970279E7,2.6336685E7,2.0029976E7,2.2683472E7,2000830.0,3039186.0,1.0605442E7,0.0,2462947.0,0.0
Cross-Appeal: Amount Received By UN Agencies,0.0,0.0,1.14513292E8,1.9891797E7,0.0,4.6115017E7,0.0,7.2257558E7,0.0,1.1234025E8,4.70077012E8,3.67606155E8,5.0150471E8,5.29428089E8,3.58589625E8,0.0,0.0,0.0,0.0
Total Country Humanitarian Funding Received,0.0,7462723.0,1.2228932E8,4.3782464E7,1.229632E7,6.4008977E7,1.826056E7,2.76719815E8,3.6929319E7,2.79070999E8,5.15837962E8,4.17632194E8,6.46172552E8,6.36689143E8,4.43736101E8,2.66302451E8,2.02972669E8,6.8919336E7,0.0
Total Country Pooled Fund Allocations,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9578229E7,4189747.0,2.5970279E7,2.7414562E7,2.1132838E7,2.6197906E7,3964701.0,5894051.0,1.0605442E7,0.0,2462947.0,0.0
CAP Amount Received,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.90345007E8,3.99288552E8,5.29524485E8,5.44276924E8,3.70453728E8,0.0,0.0,0.0,0.0
CERF Country Allocation as Fraction of CERF Global Allocation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0769099907073878,0.0118064838322152,0.0609117277826572,0.0662268704282903,0.0482389891569604,0.0532279674754624,0.00415996741002986,0.00621989993908862,0.0248708814754102,0.0,0.0112282076223874,0.0
Cross-Appeal: Amount Received,0.0,0.0,1.14513292E8,1.9891797E7,0.0,4.6115017E7,0.0,7.2257558E7,0.0,1.36895869E8,4.90345007E8,3.99288552E8,5.29524485E8,5.44276924E8,3.70453728E8,0.0,0.0,0.0,0.0
Cross-Appeal: Amount Requested (Original),0.0,0.0,1.22650146E8,5.9482798E7,0.0,9.6936756E7,0.0,4.1989995E7,0.0,4.1938954E7,3.88818692E8,5.08546127E8,5.25827794E8,7.63757858E8,7.43545979E8,0.0,0.0,0.0,0.0
ERF Country Allocation as Fraction of Total Country Funding,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0020895650948621,0.00264074948206699,0.00543884754795341,0.00308450524340102,0.00643370010591047,0.0,0.0,0.0,0.0
ERF Country Allocation as Fraction of ERF Global Allocation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0383304017424045,0.00728864733872496,0.0356375689434368,0.0269233039175089,0.0270642677446446,0.0,0.0,0.0,0.0
Cross-Appeal: Amount Requested (Revised),0.0,0.0,1.82077601E8,5.9482798E7,0.0,8.3249327E7,0.0,8.8996914E7,0.0,2.07568401E8,5.81079038E8,6.03544553E8,7.4181815E8,7.9680764E8,6.63311782E8,0.0,0.0,0.0,0.0
CAP Amount Required (Revised),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.81079038E8,6.03544553E8,7.4181815E8,7.9680764E8,6.63311782E8,0.0,0.0,0.0,0.0
CHF Total Allocations,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cross-Appeal: Amount Received By Private Orgs. & Foundations,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1862457.0,0.0,200000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CERF Country Allocation as Fraction of Total Country Funding,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0707510916773343,0.113453134621843,0.0930597557362096,0.0510561202162938,0.0479608044776356,0.0351043570789123,0.0031425539794386,0.00684908438405376,0.0398248005610733,0.0,0.0357366617693473,0.0
Cross-Appeal: Amount Received By NGOs,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2693162E7,2.0017978E7,3.1282397E7,2.8019775E7,1.4848835E7,1.1664103E7,0.0,0.0,0.0,0.0
ERF Total Allocations,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1077877.0,1102862.0,3514434.0,1963871.0,2854865.0,0.0,0.0,0.0,0.0
