Indicator name,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
CHF Country Allocation as Fraction of Total Country Funding,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CHF Country Allocation as Fraction of CHF Global Allocation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CERF Total Allocations,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7716263.0,1498653.0,2354123.0,0.0,0.0,5102132.0,0.0,0.0,0.0,7989386.0,0.0
Cross-Appeal: Amount Received By UN Agencies,0.0,1.41527669E8,1.16371728E8,2.06096952E8,1.70451889E8,1.27815351E8,3158210.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Total Country Humanitarian Funding Received,0.0,1.68155068E8,1.53563553E8,2.54971721E8,2.34777205E8,1.69907436E8,3.9838414E7,3.2690318E7,2.9660527E7,1.1880836E7,8051660.0,1768328.0,877138.0,7683386.0,2.2420667E7,8688250.0,2690525.0,8646623.0,0.0
Total Country Pooled Fund Allocations,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7716263.0,1498653.0,2354123.0,0.0,0.0,5102132.0,0.0,0.0,0.0,7989386.0,0.0
CAP Amount Received,0.0,1.41527669E8,1.16609636E8,2.06096952E8,1.72896415E8,1.30063909E8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CERF Country Allocation as Fraction of CERF Global Allocation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0217440180408556,0.00351500049640062,0.00591973511067388,0.0,0.0,0.0106079491219496,0.0,0.0,0.0,0.0364224178528386,0.0
Cross-Appeal: Amount Received,0.0,1.41527669E8,1.16609636E8,2.06096952E8,1.72896415E8,1.30063909E8,3158210.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cross-Appeal: Amount Requested (Original),0.0,2.58515854E8,2.25846859E8,2.32768666E8,3.86846451E8,2.62587702E8,3556000.0,0.0,0.0,0.0,5170000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ERF Country Allocation as Fraction of Total Country Funding,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ERF Country Allocation as Fraction of ERF Global Allocation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cross-Appeal: Amount Requested (Revised),0.0,2.62338124E8,2.33190355E8,2.96351345E8,3.138432E8,1.36020262E8,4027000.0,0.0,0.0,0.0,5170000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CAP Amount Required (Revised),0.0,2.62338124E8,2.33190355E8,2.96351345E8,3.138432E8,1.36020262E8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CHF Total Allocations,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cross-Appeal: Amount Received By Private Orgs. & Foundations,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CERF Country Allocation as Fraction of Total Country Funding,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.260152592703427,0.126140365879977,0.292377348273524,0.0,0.0,0.664047335380521,0.0,0.0,0.0,0.923989168950699,0.0
Cross-Appeal: Amount Received By NGOs,0.0,0.0,237908.0,0.0,2444526.0,2248558.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ERF Total Allocations,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
