Indicator name,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
CHF Country Allocation as Fraction of Total Country Funding,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CHF Country Allocation as Fraction of CHF Global Allocation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CERF Total Allocations,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000000.0,1981672.0,2011654.0,7948987.0,4888290.0,1395954.0,1.0918177E7,751772.0,2995898.0,764950.0,0.0,0.0
Cross-Appeal: Amount Received By UN Agencies,0.0,3591217.0,1.208556E7,1.3561981E7,1.2950066E7,0.0,9092119.0,1.2992622E7,1.3157396E7,0.0,0.0,3.6263227E7,0.0,0.0,0.0,5163880.0,0.0,0.0,0.0
Total Country Humanitarian Funding Received,0.0,5532946.0,1.5744828E7,1.5390358E7,2.6248489E7,5460948.0,1.0161596E7,1.5276553E7,1.3712095E7,2090270.0,8675271.0,3.9804571E7,7579687.0,1.9426612E7,3410617.0,6089319.0,1887510.0,5050000.0,0.0
Total Country Pooled Fund Allocations,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000000.0,1981672.0,2011654.0,7948987.0,4888290.0,1395954.0,1.0918177E7,751772.0,2995898.0,764950.0,0.0,0.0
CAP Amount Received,0.0,3591217.0,1.208556E7,0.0,0.0,0.0,9092119.0,1.2992622E7,1.3302259E7,0.0,0.0,3.6263227E7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CERF Country Allocation as Fraction of CERF Global Allocation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00785668516875431,0.00558424612005299,0.00471821349477584,0.0199887165786113,0.0117726635471794,0.00327567993600105,0.0227002096614593,0.00153855230216529,0.00702569719116078,0.00154851781732961,0.0,0.0
Cross-Appeal: Amount Received,0.0,3591217.0,1.208556E7,1.3561981E7,1.2950066E7,0.0,9092119.0,1.2992622E7,1.3302259E7,0.0,0.0,3.6263227E7,0.0,0.0,0.0,5163880.0,0.0,0.0,0.0
Cross-Appeal: Amount Requested (Original),0.0,1.7150256E7,3.4142464E7,3.3935923E7,2.9730606E7,0.0,2.1960437E7,3.0542581E7,2.8081486E7,0.0,0.0,5.8985837E7,0.0,0.0,0.0,1.4269108E7,0.0,0.0,0.0
ERF Country Allocation as Fraction of Total Country Funding,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ERF Country Allocation as Fraction of ERF Global Allocation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cross-Appeal: Amount Requested (Revised),0.0,2.0840352E7,3.2513544E7,3.5370982E7,2.8272314E7,0.0,2.4105897E7,2.7119672E7,2.2172805E7,0.0,0.0,5.9195017E7,0.0,0.0,0.0,1.4269108E7,0.0,0.0,0.0
CAP Amount Required (Revised),0.0,2.0840352E7,3.2513544E7,0.0,0.0,0.0,2.4105897E7,2.7119672E7,2.2172805E7,0.0,0.0,5.9195017E7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CHF Total Allocations,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cross-Appeal: Amount Received By Private Orgs. & Foundations,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49755.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CERF Country Allocation as Fraction of Total Country Funding,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.130919586375277,0.144520002231606,0.962389547761772,0.916281116751281,0.122807252463542,0.184170401759334,0.562021674185905,0.220421114420059,0.491992290106661,0.405269376056286,0.0,0.0
Cross-Appeal: Amount Received By NGOs,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95108.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ERF Total Allocations,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
