Indicator name,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
CHF Country Allocation as Fraction of Total Country Funding,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CHF Country Allocation as Fraction of CHF Global Allocation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CERF Total Allocations,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5998590.0,3833146.0,1.6636309E7,1004837.0,1500000.0,0.0,0.0,0.0,2.5675458E7,4490040.0,0.0,0.0
Cross-Appeal: Amount Received By UN Agencies,0.0,0.0,0.0,0.0,2.019776857E9,0.0,0.0,0.0,1557135.0,1.86123159E8,4.14739109E8,4.3724701E7,0.0,0.0,0.0,7.47251219E8,4.45632368E8,1.13505811E8,0.0
Total Country Humanitarian Funding Received,0.0,1297971.0,9319472.0,1.107001E7,3.43875638E9,6.2051362E7,1.25938196E8,4.7943938E7,3.55686864E8,2.98174109E8,7.7742366E7,1.6976225E8,1.27145226E8,5.0108826E7,2.54380245E8,1.415665156E9,1.09811059E9,4.61195342E8,258130.0
Total Country Pooled Fund Allocations,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5998590.0,5070528.0,2.3326585E7,8326774.0,5578475.0,0.0,0.0,0.0,2.571834E7,2.7405087E7,0.0,0.0
CAP Amount Received,0.0,0.0,0.0,0.0,2.019776857E9,0.0,0.0,0.0,0.0,1.94364082E8,4.33041877E8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CERF Country Allocation as Fraction of CERF Global Allocation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023564516543219,0.0108016012125602,0.0390194624060901,0.00252678762724131,0.00361250975714802,0.0,0.0,0.0,0.0602116604611928,0.00908936131841643,0.0,0.0
Cross-Appeal: Amount Received,0.0,0.0,0.0,0.0,2.019776857E9,0.0,0.0,0.0,1557135.0,1.94364082E8,4.33041877E8,5.1113653E7,0.0,0.0,0.0,7.88872338E8,5.24533228E8,1.96616936E8,0.0
Cross-Appeal: Amount Requested (Original),0.0,0.0,0.0,0.0,2.218417415E9,0.0,0.0,0.0,8.4852332E7,2.65081286E8,5.47342759E8,1.93570186E8,0.0,0.0,0.0,1.03742377E8,1.122873013E9,8.60544743E8,0.0
ERF Country Allocation as Fraction of Total Country Funding,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00347885211751874,0.0224374813173333,0.094182070558542,0.0240246285614146,0.0,0.0,0.0,3.0291061285399E-5,0.0208677042264022,0.0,0.0
ERF Country Allocation as Fraction of ERF Global Allocation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.358109027176049,0.348194718692133,0.260375522200191,0.026954021405041,0.0,0.0,0.0,4.20834472304171E-4,0.11640978393093,0.0,0.0
Cross-Appeal: Amount Requested (Revised),0.0,0.0,0.0,0.0,2.223143026E9,0.0,0.0,0.0,8.4852332E7,2.74253721E8,6.50220367E8,1.87725113E8,0.0,0.0,0.0,1.113276782E9,7.04285754E8,8.60544743E8,0.0
CAP Amount Required (Revised),0.0,0.0,0.0,0.0,2.223143026E9,0.0,0.0,0.0,0.0,2.74253721E8,6.50220367E8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CHF Total Allocations,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cross-Appeal: Amount Received By Private Orgs. & Foundations,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,504486.0,0.0,0.0
CERF Country Allocation as Fraction of Total Country Funding,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125116756157994,0.0107767432198452,0.0557939421896621,0.0129252176348736,0.00883588665913653,0.0,0.0,0.0,0.0181366744043815,0.00408887778780095,0.0,0.0
Cross-Appeal: Amount Received By NGOs,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8240923.0,1.8302768E7,7388952.0,0.0,0.0,0.0,4.1621119E7,7.8396374E7,2.6748527E7,0.0
ERF Total Allocations,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1237382.0,6690276.0,7321937.0,4078475.0,0.0,0.0,0.0,42882.0,2.2915047E7,0.0,0.0
